Fecha numérica,Fecha,TRM Proyectada,TRM Proyectada Sup,TRM Proyectada Inf
738748,2023-08-16,4371.988952421118,4543.387575743334,4247.683097918822
738749,2023-08-17,4372.715468648355,4544.142574174559,4248.388957593305
738750,2023-08-18,4373.44198487571,4544.897572605904,4249.094817267902
738751,2023-08-19,4374.168501102948,4545.652571037129,4249.8006769423855
738752,2023-08-20,4374.895017330302,4546.407569468474,4250.506536616982
738753,2023-08-21,4375.62153355754,4547.162567899698,4251.212396291466
738754,2023-08-22,4376.348049784778,4547.917566330922,4251.918255965949
738755,2023-08-23,4377.074566012132,4548.672564762268,4252.624115640546
738756,2023-08-24,4377.80108223937,4549.4275631934925,4253.3299753150295
738757,2023-08-25,4378.527598466724,4550.182561624838,4254.035834989627
738758,2023-08-26,4379.254114693962,4550.9375600560625,4254.741694664111
738759,2023-08-27,4379.9806309212,4551.692558487287,4255.447554338594
738760,2023-08-28,4380.707147148554,4552.4475569186325,4256.153414013191
738761,2023-08-29,4381.433663375792,4553.202555349857,4256.859273687674
738762,2023-08-30,4382.16017960303,4553.9575537810815,4257.565133362158
738763,2023-08-31,4382.886695830384,4554.712552212427,4258.270993036755
738764,2023-09-01,4383.613212057622,4555.4675506436515,4258.976852711238
738765,2023-09-02,4384.339728284976,4556.222549074996,4259.682712385835
738766,2023-09-03,4385.066244512214,4556.977547506221,4260.388572060318
738767,2023-09-04,4385.792760739452,4557.732545937445,4261.094431734802
738768,2023-09-05,4386.5192769668065,4558.487544368791,4261.8002914093995
738769,2023-09-06,4387.245793194044,4559.242542800015,4262.506151083883
738770,2023-09-07,4387.972309421399,4559.997541231361,4263.21201075848
738771,2023-09-08,4388.698825648637,4560.752539662585,4263.917870432963
738772,2023-09-09,4389.425341875874,4561.50753809381,4264.623730107447
738773,2023-09-10,4390.151858103229,4562.262536525155,4265.3295897820435
738774,2023-09-11,4390.878374330467,4563.01753495638,4266.035449456527
738775,2023-09-12,4391.6048905577045,4563.772533387604,4266.741309131011
738776,2023-09-13,4392.331406785059,4564.527531818949,4267.447168805607
738777,2023-09-14,4393.057923012297,4565.282530250173,4268.153028480091
738778,2023-09-15,4393.784439239651,4566.037528681519,4268.858888154688
738779,2023-09-16,4394.510955466889,4566.792527112743,4269.564747829172
738780,2023-09-17,4395.237471694127,4567.547525543968,4270.270607503656
738781,2023-09-18,4395.963987921481,4568.302523975313,4270.976467178252
738782,2023-09-19,4396.690504148719,4569.057522406538,4271.682326852736
738783,2023-09-20,4397.417020376073,4569.812520837883,4272.388186527332
738784,2023-09-21,4398.143536603311,4570.567519269108,4273.094046201816
738785,2023-09-22,4398.870052830549,4571.322517700332,4273.7999058763
738786,2023-09-23,4399.596569057903,4572.077516131678,4274.505765550896
738787,2023-09-24,4400.323085285141,4572.832514562902,4275.21162522538
738788,2023-09-25,4401.049601512379,4573.587512994126,4275.917484899864
738789,2023-09-26,4401.776117739733,4574.3425114254715,4276.623344574461
738790,2023-09-27,4402.502633966971,4575.097509856696,4277.329204248945
738791,2023-09-28,4403.2291501943255,4575.8525082880415,4278.035063923541
738792,2023-09-29,4403.955666421563,4576.607506719266,4278.740923598025
738793,2023-09-30,4404.682182648801,4577.3625051504905,4279.446783272509
738794,2023-10-01,4405.4086988761555,4578.117503581836,4280.152642947105
738795,2023-10-02,4406.135215103393,4578.8725020130605,4280.858502621589
738796,2023-10-03,4406.861731330748,4579.627500444406,4281.564362296185
738797,2023-10-04,4407.588247557986,4580.3824988756305,4282.270221970669
738798,2023-10-05,4408.3147637852235,4581.137497306855,4282.976081645153
738799,2023-10-06,4409.041280012578,4581.8924957382,4283.68194131975
738800,2023-10-07,4409.767796239816,4582.647494169424,4284.387800994234
738801,2023-10-08,4410.4943124670535,4583.402492600649,4285.093660668717
738802,2023-10-09,4411.220828694408,4584.157491031994,4285.799520343314
738803,2023-10-10,4411.947344921646,4584.912489463219,4286.5053800177975
738804,2023-10-11,4412.673861149,4585.667487894564,4287.211239692394
738805,2023-10-12,4413.400377376238,4586.422486325789,4287.917099366878
738806,2023-10-13,4414.126893603476,4587.177484757013,4288.622959041361
738807,2023-10-14,4414.85340983083,4587.932483188359,4289.328818715958
738808,2023-10-15,4415.579926058068,4588.687481619583,4290.0346783904415
738809,2023-10-16,4416.306442285422,4589.442480050929,4290.740538065039
738810,2023-10-17,4417.03295851266,4590.197478482152,4291.446397739523
738811,2023-10-18,4417.759474739898,4590.952476913377,4292.152257414006
738812,2023-10-19,4418.485990967252,4591.707475344722,4292.858117088603
738813,2023-10-20,4419.21250719449,4592.462473775947,4293.563976763086
738814,2023-10-21,4419.939023421728,4593.217472207171,4294.26983643757
738815,2023-10-22,4420.665539649082,4593.972470638517,4294.975696112167
738816,2023-10-23,4421.39205587632,4594.727469069741,4295.68155578665
738817,2023-10-24,4422.1185721036745,4595.482467501087,4296.387415461247
738818,2023-10-25,4422.845088330912,4596.237465932311,4297.09327513573
738819,2023-10-26,4423.57160455815,4596.992464363536,4297.799134810214
738820,2023-10-27,4424.298120785505,4597.747462794881,4298.5049944848115
738821,2023-10-28,4425.0246370127425,4598.502461226106,4299.210854159295
738822,2023-10-29,4425.751153240097,4599.25745965745,4299.916713833892
738823,2023-10-30,4426.477669467335,4600.012458088675,4300.622573508375
738824,2023-10-31,4427.2041856945725,4600.7674565198995,4301.328433182859
738825,2023-11-01,4427.930701921927,4601.522454951245,4302.0342928574555
738826,2023-11-02,4428.657218149165,4602.2774533824695,4302.740152531939
738827,2023-11-03,4429.383734376403,4603.032451813694,4303.446012206423
738828,2023-11-04,4430.110250603757,4603.7874502450395,4304.151871881019
738829,2023-11-05,4430.836766830995,4604.542448676264,4304.857731555503
738830,2023-11-06,4431.563283058349,4605.2974471076095,4305.5635912301
738831,2023-11-07,4432.289799285587,4606.052445538834,4306.269450904584
738832,2023-11-08,4433.016315512825,4606.807443970059,4306.975310579068
738833,2023-11-09,4433.742831740179,4607.562442401403,4307.681170253664
738834,2023-11-10,4434.469347967417,4608.317440832628,4308.387029928148
738835,2023-11-11,4435.195864194655,4609.072439263852,4309.092889602632
738836,2023-11-12,4435.922380422009,4609.827437695198,4309.798749277228
738837,2023-11-13,4436.648896649247,4610.582436126422,4310.504608951712
738838,2023-11-14,4437.375412876601,4611.337434557768,4311.210468626308
738839,2023-11-15,4438.101929103839,4612.092432988992,4311.916328300792
738840,2023-11-16,4438.828445331077,4612.847431420217,4312.622187975276
738841,2023-11-17,4439.554961558431,4613.602429851562,4313.328047649873
738842,2023-11-18,4440.281477785669,4614.357428282787,4314.033907324357
738843,2023-11-19,4441.007994013024,4615.112426714132,4314.739766998953
738844,2023-11-20,4441.734510240261,4615.867425145357,4315.445626673437
738845,2023-11-21,4442.461026467499,4616.62242357658,4316.151486347921
738846,2023-11-22,4443.187542694854,4617.377422007926,4316.857346022517
738847,2023-11-23,4443.9140589220915,4618.13242043915,4317.563205697001
738848,2023-11-24,4444.640575149329,4618.887418870375,4318.269065371484
738849,2023-11-25,4445.367091376684,4619.64241730172,4318.974925046081
738850,2023-11-26,4446.093607603922,4620.397415732945,4319.680784720565
738851,2023-11-27,4446.820123831276,4621.15241416429,4320.386644395162
738852,2023-11-28,4447.546640058514,4621.907412595515,4321.092504069646
738853,2023-11-29,4448.273156285752,4622.662411026739,4321.798363744129
738854,2023-11-30,4448.999672513106,4623.417409458085,4322.504223418726
738855,2023-12-01,4449.726188740344,4624.172407889309,4323.2100830932095
738856,2023-12-02,4450.452704967698,4624.927406320654,4323.915942767806
738857,2023-12-03,4451.179221194936,4625.6824047518785,4324.62180244229
738858,2023-12-04,4451.905737422174,4626.437403183103,4325.327662116773
738859,2023-12-05,4452.632253649528,4627.1924016144485,4326.03352179137
738860,2023-12-06,4453.358769876766,4627.947400045673,4326.7393814658535
738861,2023-12-07,4454.085286104004,4628.7023984768975,4327.445241140337
738862,2023-12-08,4454.811802331358,4629.457396908243,4328.151100814935
738863,2023-12-09,4455.538318558596,4630.212395339468,4328.856960489418
738864,2023-12-10,4456.26483478595,4630.967393770813,4329.562820164015
738865,2023-12-11,4456.991351013188,4631.722392202038,4330.268679838498
738866,2023-12-12,4457.717867240426,4632.477390633262,4330.974539512982
738867,2023-12-13,4458.44438346778,4633.232389064607,4331.680399187579
738868,2023-12-14,4459.170899695018,4633.987387495831,4332.386258862062
738869,2023-12-15,4459.897415922373,4634.742385927177,4333.092118536659
738870,2023-12-16,4460.6239321496105,4635.497384358401,4333.797978211142
738871,2023-12-17,4461.350448376848,4636.252382789626,4334.503837885626
738872,2023-12-18,4462.076964604203,4637.007381220971,4335.2096975602235
738873,2023-12-19,4462.8034808314405,4637.762379652196,4335.915557234707
738874,2023-12-20,4463.529997058678,4638.51737808342,4336.621416909191
738875,2023-12-21,4464.256513286033,4639.272376514766,4337.327276583787
738876,2023-12-22,4464.983029513271,4640.02737494599,4338.033136258271
738877,2023-12-23,4465.709545740625,4640.782373377336,4338.7389959328675
738878,2023-12-24,4466.436061967863,4641.53737180856,4339.444855607351
738879,2023-12-25,4467.162578195101,4642.292370239784,4340.150715281835
738880,2023-12-26,4467.889094422455,4643.047368671129,4340.856574956431
738881,2023-12-27,4468.615610649693,4643.802367102354,4341.562434630915
738882,2023-12-28,4469.342126877047,4644.557365533699,4342.268294305512
738883,2023-12-29,4470.068643104285,4645.312363964924,4342.974153979996
738884,2023-12-30,4470.795159331523,4646.067362396148,4343.68001365448
738885,2023-12-31,4471.521675558877,4646.822360827494,4344.385873329076
738886,2024-01-01,4472.248191786115,4647.577359258718,4345.09173300356
738887,2024-01-02,4472.974708013353,4648.332357689943,4345.797592678044
738888,2024-01-03,4473.701224240707,4649.087356121288,4346.50345235264
738889,2024-01-04,4474.427740467945,4649.842354552513,4347.209312027124
738890,2024-01-05,4475.154256695299,4650.5973529838575,4347.91517170172
738891,2024-01-06,4475.880772922537,4651.352351415082,4348.621031376204
738892,2024-01-07,4476.607289149775,4652.1073498463065,4349.326891050688
738893,2024-01-08,4477.3338053771295,4652.862348277652,4350.032750725285
738894,2024-01-09,4478.060321604367,4653.6173467088765,4350.738610399769
738895,2024-01-10,4478.786837831722,4654.372345140222,4351.444470074365
738896,2024-01-11,4479.5133540589595,4655.1273435714465,4352.150329748849
738897,2024-01-12,4480.239870286197,4655.882342002671,4352.856189423333
738898,2024-01-13,4480.966386513552,4656.637340434017,4353.562049097929
738899,2024-01-14,4481.69290274079,4657.392338865241,4354.267908772413
738900,2024-01-15,4482.4194189680275,4658.147337296466,4354.973768446896
738901,2024-01-16,4483.145935195382,4658.902335727811,4355.679628121493
738902,2024-01-17,4483.87245142262,4659.657334159035,4356.385487795977
738903,2024-01-18,4484.598967649974,4660.41233259038,4357.091347470574
738904,2024-01-19,4485.325483877212,4661.167331021605,4357.797207145058
738905,2024-01-20,4486.05200010445,4661.922329452829,4358.503066819541
738906,2024-01-21,4486.778516331804,4662.677327884175,4359.208926494138
738907,2024-01-22,4487.505032559042,4663.432326315399,4359.9147861686215
738908,2024-01-23,4488.231548786396,4664.187324746745,4360.620645843218
738909,2024-01-24,4488.958065013634,4664.942323177969,4361.326505517702
738910,2024-01-25,4489.684581240872,4665.697321609194,4362.032365192185
738911,2024-01-26,4490.411097468226,4666.452320040539,4362.738224866782
738912,2024-01-27,4491.137613695464,4667.207318471764,4363.4440845412655
738913,2024-01-28,4491.864129922702,4667.962316902987,4364.149944215749
738914,2024-01-29,4492.590646150056,4668.717315334333,4364.855803890347
738915,2024-01-30,4493.317162377294,4669.472313765557,4365.56166356483
738916,2024-01-31,4494.043678604648,4670.227312196903,4366.267523239427
738917,2024-02-01,4494.770194831886,4670.982310628127,4366.97338291391
738918,2024-02-02,4495.496711059124,4671.737309059352,4367.679242588394
738919,2024-02-03,4496.2232272864785,4672.492307490697,4368.385102262991
738920,2024-02-04,4496.949743513716,4673.247305921922,4369.090961937474
738921,2024-02-05,4497.676259741071,4674.002304353267,4369.796821612071
738922,2024-02-06,4498.402775968309,4674.757302784492,4370.502681286554
738923,2024-02-07,4499.129292195546,4675.512301215716,4371.208540961038
738924,2024-02-08,4499.855808422901,4676.267299647061,4371.9144006356355
738925,2024-02-09,4500.582324650139,4677.0222980782855,4372.620260310119
738926,2024-02-10,4501.3088408773765,4677.77729650951,4373.326119984603
738927,2024-02-11,4502.035357104731,4678.5322949408555,4374.031979659199
738928,2024-02-12,4502.761873331969,4679.28729337208,4374.737839333683
738929,2024-02-13,4503.488389559323,4680.0422918034255,4375.4436990082795
738930,2024-02-14,4504.214905786561,4680.79729023465,4376.149558682763
738931,2024-02-15,4504.941422013799,4681.552288665875,4376.855418357247
738932,2024-02-16,4505.667938241153,4682.30728709722,4377.561278031843
738933,2024-02-17,4506.394454468391,4683.062285528445,4378.267137706327
738934,2024-02-18,4507.120970695745,4683.81728395979,4378.972997380924
738935,2024-02-19,4507.847486922983,4684.572282391015,4379.678857055408
738936,2024-02-20,4508.574003150221,4685.327280822238,4380.384716729892
738937,2024-02-21,4509.300519377575,4686.082279253584,4381.090576404488
738938,2024-02-22,4510.027035604813,4686.837277684808,4381.796436078972
738939,2024-02-23,4510.753551832051,4687.592276116033,4382.502295753456
738940,2024-02-24,4511.480068059405,4688.347274547378,4383.208155428052
738941,2024-02-25,4512.206584286643,4689.102272978603,4383.914015102536
738942,2024-02-26,4512.9331005139975,4689.857271409948,4384.619874777132
738943,2024-02-27,4513.659616741235,4690.612269841173,4385.325734451616
738944,2024-02-28,4514.386132968473,4691.367268272397,4386.0315941261
738945,2024-02-29,4515.1126491958275,4692.122266703743,4386.737453800697
738946,2024-03-01,4515.839165423065,4692.877265134967,4387.443313475181
738947,2024-03-02,4516.56568165042,4693.632263566312,4388.149173149777
738948,2024-03-03,4517.292197877658,4694.387261997536,4388.855032824261
738949,2024-03-04,4518.0187141048955,4695.142260428761,4389.560892498745
738950,2024-03-05,4518.74523033225,4695.897258860106,4390.266752173341
738951,2024-03-06,4519.471746559488,4696.652257291331,4390.972611847825
738952,2024-03-07,4520.1982627867255,4697.407255722555,4391.678471522308
738953,2024-03-08,4520.92477901408,4698.162254153901,4392.384331196905
738954,2024-03-09,4521.651295241318,4698.917252585125,4393.090190871389
738955,2024-03-10,4522.377811468672,4699.672251016471,4393.796050545986
738956,2024-03-11,4523.10432769591,4700.427249447695,4394.50191022047
738957,2024-03-12,4523.830843923148,4701.18224787892,4395.207769894953
738958,2024-03-13,4524.557360150502,4701.9372463102645,4395.91362956955
738959,2024-03-14,4525.28387637774,4702.692244741489,4396.6194892440335
738960,2024-03-15,4526.010392605094,4703.4472431728345,4397.32534891863
738961,2024-03-16,4526.736908832332,4704.202241604059,4398.031208593114
738962,2024-03-17,4527.46342505957,4704.957240035284,4398.737068267597
738963,2024-03-18,4528.189941286924,4705.712238466629,4399.442927942194
738964,2024-03-19,4528.916457514162,4706.467236897854,4400.1487876166775
738965,2024-03-20,4529.6429737414,4707.222235329078,4400.854647291161
738966,2024-03-21,4530.369489968754,4707.977233760424,4401.560506965759
738967,2024-03-22,4531.096006195992,4708.732232191648,4402.266366640242
738968,2024-03-23,4531.8225224233465,4709.487230622994,4402.972226314839
738969,2024-03-24,4532.549038650584,4710.242229054218,4403.678085989322
738970,2024-03-25,4533.275554877822,4710.997227485442,4404.383945663806
738971,2024-03-26,4534.002071105177,4711.752225916787,4405.089805338403
738972,2024-03-27,4534.7285873324145,4712.507224348012,4405.795665012886
738973,2024-03-28,4535.455103559769,4713.262222779357,4406.501524687483
738974,2024-03-29,4536.181619787007,4714.017221210582,4407.207384361966
738975,2024-03-30,4536.9081360142445,4714.772219641806,4407.91324403645
738976,2024-03-31,4537.634652241599,4715.527218073152,4408.6191037110475
738977,2024-04-01,4538.361168468837,4716.282216504376,4409.324963385531
738978,2024-04-02,4539.087684696075,4717.037214935601,4410.030823060015
738979,2024-04-03,4539.814200923429,4717.792213366946,4410.736682734611
738980,2024-04-04,4540.540717150667,4718.547211798171,4411.442542409095
738981,2024-04-05,4541.267233378021,4719.302210229515,4412.1484020836915
738982,2024-04-06,4541.993749605259,4720.05720866074,4412.854261758175
738983,2024-04-07,4542.720265832497,4720.812207091964,4413.560121432659
738984,2024-04-08,4543.446782059851,4721.56720552331,4414.265981107255
738985,2024-04-09,4544.173298287089,4722.322203954534,4414.971840781739
738986,2024-04-10,4544.899814514443,4723.07720238588,4415.677700456336
738987,2024-04-11,4545.626330741681,4723.832200817104,4416.38356013082
738988,2024-04-12,4546.352846968919,4724.587199248329,4417.089419805304
738989,2024-04-13,4547.079363196273,4725.342197679674,4417.7952794799
738990,2024-04-14,4547.805879423511,4726.097196110899,4418.501139154384
738991,2024-04-15,4548.532395650749,4726.8521945421235,4419.206998828868
738992,2024-04-16,4549.258911878103,4727.607192973469,4419.912858503464
738993,2024-04-17,4549.985428105341,4728.362191404693,4420.618718177948
738994,2024-04-18,4550.711944332696,4729.117189836038,4421.324577852544
738995,2024-04-19,4551.438460559933,4729.872188267263,4422.030437527028
738996,2024-04-20,4552.164976787171,4730.627186698487,4422.736297201512
738997,2024-04-21,4552.891493014526,4731.382185129833,4423.442156876109
738998,2024-04-22,4553.6180092417635,4732.137183561057,4424.148016550593
738999,2024-04-23,4554.344525469001,4732.892181992282,4424.853876225076
739000,2024-04-24,4555.071041696356,4733.647180423627,4425.559735899673
739001,2024-04-25,4555.797557923594,4734.402178854852,4426.265595574157
739002,2024-04-26,4556.524074150948,4735.157177286197,4426.971455248753
739003,2024-04-27,4557.250590378186,4735.912175717422,4427.677314923237
739004,2024-04-28,4557.977106605424,4736.667174148645,4428.38317459772
739005,2024-04-29,4558.703622832778,4737.422172579991,4429.089034272317
739006,2024-04-30,4559.430139060016,4738.177171011215,4429.794893946801
739007,2024-05-01,4560.15665528737,4738.932169442561,4430.500753621398
739008,2024-05-02,4560.883171514608,4739.687167873785,4431.206613295882
739009,2024-05-03,4561.609687741846,4740.44216630501,4431.912472970365
739010,2024-05-04,4562.3362039692,4741.197164736355,4432.618332644962
739011,2024-05-05,4563.062720196438,4741.95216316758,4433.3241923194455
739012,2024-05-06,4563.789236423676,4742.707161598804,4434.030051993929
739013,2024-05-07,4564.51575265103,4743.46216003015,4434.735911668526
739014,2024-05-08,4565.242268878268,4744.217158461374,4435.441771343009
739015,2024-05-09,4565.968785105622,4744.972156892719,4436.147631017606
739016,2024-05-10,4566.69530133286,4745.727155323943,4436.8534906920895
739017,2024-05-11,4567.421817560098,4746.482153755168,4437.559350366573
739018,2024-05-12,4568.148333787452,4747.237152186513,4438.265210041171
739019,2024-05-13,4568.87485001469,4747.992150617738,4438.971069715654
739020,2024-05-14,4569.601366242045,4748.747149049083,4439.676929390251
739021,2024-05-15,4570.3278824692825,4749.502147480308,4440.382789064734
739022,2024-05-16,4571.05439869652,4750.2571459115325,4441.088648739218
739023,2024-05-17,4571.780914923875,4751.012144342878,4441.794508413815
739024,2024-05-18,4572.5074311511125,4751.7671427741025,4442.500368088298
739025,2024-05-19,4573.23394737835,4752.522141205327,4443.206227762782
739026,2024-05-20,4573.960463605705,4753.2771396366725,4443.912087437378
739027,2024-05-21,4574.686979832943,4754.032138067896,4444.617947111862
739028,2024-05-22,4575.413496060297,4754.787136499242,4445.3238067864595
739029,2024-05-23,4576.140012287535,4755.542134930466,4446.029666460943
739030,2024-05-24,4576.866528514773,4756.297133361691,4446.735526135427
739031,2024-05-25,4577.593044742127,4757.052131793036,4447.441385810023
739032,2024-05-26,4578.319560969365,4757.807130224261,4448.147245484507
739033,2024-05-27,4579.046077196719,4758.562128655606,4448.8531051591035
739034,2024-05-28,4579.772593423957,4759.317127086831,4449.558964833587
739035,2024-05-29,4580.499109651195,4760.072125518055,4450.264824508071
739036,2024-05-30,4581.225625878549,4760.827123949401,4450.970684182667
739037,2024-05-31,4581.952142105787,4761.582122380625,4451.676543857151
739038,2024-06-01,4582.678658333025,4762.337120811849,4452.382403531635
739039,2024-06-02,4583.405174560379,4763.092119243194,4453.088263206232
739040,2024-06-03,4584.131690787617,4763.847117674419,4453.794122880716
739041,2024-06-04,4584.858207014971,4764.602116105764,4454.499982555312
739042,2024-06-05,4585.584723242209,4765.357114536989,4455.205842229796
739043,2024-06-06,4586.311239469447,4766.112112968213,4455.91170190428
739044,2024-06-07,4587.0377556968015,4766.867111399559,4456.617561578876
739045,2024-06-08,4587.764271924039,4767.622109830783,4457.32342125336
739046,2024-06-09,4588.490788151394,4768.377108262129,4458.029280927956
739047,2024-06-10,4589.2173043786315,4769.132106693353,4458.73514060244
739048,2024-06-11,4589.943820605869,4769.887105124578,4459.441000276924
739049,2024-06-12,4590.670336833224,4770.642103555923,4460.146859951521
739050,2024-06-13,4591.396853060462,4771.397101987147,4460.852719626005
739051,2024-06-14,4592.1233692876995,4772.152100418371,4461.558579300488
739052,2024-06-15,4592.849885515054,4772.907098849717,4462.264438975085
739053,2024-06-16,4593.576401742292,4773.662097280941,4462.970298649569
739054,2024-06-17,4594.302917969646,4774.417095712287,4463.676158324165
739055,2024-06-18,4595.029434196884,4775.1720941435115,4464.382017998649
739056,2024-06-19,4595.755950424122,4775.927092574736,4465.087877673132
739057,2024-06-20,4596.482466651476,4776.6820910060815,4465.793737347729
739058,2024-06-21,4597.208982878714,4777.437089437306,4466.499597022213
739059,2024-06-22,4597.935499106068,4778.1920878686515,4467.20545669681
739060,2024-06-23,4598.662015333306,4778.947086299876,4467.911316371294
739061,2024-06-24,4599.388531560544,4779.7020847311,4468.617176045777
739062,2024-06-25,4600.115047787898,4780.457083162445,4469.323035720374
739063,2024-06-26,4600.841564015136,4781.21208159367,4470.0288953948575
739064,2024-06-27,4601.568080242374,4781.967080024894,4470.734755069341
739065,2024-06-28,4602.294596469728,4782.72207845624,4471.440614743938
739066,2024-06-29,4603.021112696966,4783.477076887464,4472.146474418421
739067,2024-06-30,4603.74762892432,4784.23207531881,4472.852334093018
739068,2024-07-01,4604.474145151558,4784.987073750034,4473.5581937675015
739069,2024-07-02,4605.200661378796,4785.742072181259,4474.264053441985
739070,2024-07-03,4605.9271776061505,4786.497070612604,4474.969913116583
739071,2024-07-04,4606.653693833388,4787.252069043829,4475.675772791066
739072,2024-07-05,4607.380210060743,4788.007067475173,4476.381632465663
739073,2024-07-06,4608.106726287981,4788.762065906398,4477.087492140146
739074,2024-07-07,4608.833242515218,4789.517064337622,4477.79335181463
739075,2024-07-08,4609.559758742573,4790.272062768968,4478.499211489227
739076,2024-07-09,4610.286274969811,4791.027061200192,4479.20507116371
739077,2024-07-10,4611.0127911970485,4791.782059631417,4479.910930838194
739078,2024-07-11,4611.739307424403,4792.537058062762,4480.61679051279
